"","Request.id","Pickup.point","Driver.id","Status","Request.timestamp","Drop.timestamp","Request.date","Request.day","Request.time","Request.hour","Drop.time","Drop.hour","Approx.travel.time","Request.time_slot"
"2537",251,"Airport",268,"Trip Completed",2016-07-11 06:36:00,2016-07-11 07:08:00,"2016/07/11","Monday","06:36",6,"07:08","07",0.53,"Late overnight"
"2538",618,"City",268,"Trip Completed",2016-07-11 12:01:00,2016-07-11 13:03:00,"2016/07/11","Monday","12:01",12,"13:03","13",1.03,"Late morning"
"2539",1595,"Airport",268,"Trip Completed",2016-07-12 06:34:00,2016-07-12 07:10:00,"2016/07/12","Tuesday","06:34",6,"07:10","07",0.6,"Late overnight"
"2540",2087,"Airport",268,"Trip Completed",2016-07-12 15:49:00,2016-07-12 16:56:00,"2016/07/12","Tuesday","15:49",15,"16:56","16",1.12,"Mid afternoon"
"2541",3334,"Airport",268,"Trip Completed",2016-07-13 12:35:00,2016-07-13 13:30:00,"2016/07/13","Wednesday","12:35",12,"13:30","13",0.92,"Late morning"
"2542",3950,"City",268,"Trip Completed",2016-07-13 22:41:00,2016-07-13 23:34:00,"2016/07/13","Wednesday","22:41",22,"23:34","23",0.88,"Mid evening"
"2543",4378,"City",268,"Trip Completed",2016-07-14 07:36:00,2016-07-14 08:22:00,"2016/07/14","Thursday","07:36",7,"08:22","08",0.77,"Early morning"
"2544",4714,"City",268,"Trip Completed",2016-07-14 13:30:00,2016-07-14 14:04:00,"2016/07/14","Thursday","13:30",13,"14:04","14",0.57,"Early afternoon"
"2545",4777,"City",268,"Trip Completed",2016-07-14 16:21:00,2016-07-14 16:52:00,"2016/07/14","Thursday","16:21",16,"16:52","16",0.52,"Mid afternoon"
"2546",5619,"Airport",268,"Trip Completed",2016-07-15 06:30:00,2016-07-15 07:39:00,"2016/07/15","Friday","06:30",6,"07:39","07",1.15,"Late overnight"
"2547",6649,"Airport",268,"Trip Completed",2016-07-15 22:07:00,2016-07-15 23:23:00,"2016/07/15","Friday","22:07",22,"23:23","23",1.27,"Mid evening"
"2548",596,"City",269,"Trip Completed",2016-07-11 11:30:00,2016-07-11 12:28:00,"2016/07/11","Monday","11:30",11,"12:28","12",0.97,"Late morning"
"2549",910,"Airport",269,"Trip Completed",2016-07-11 18:21:00,2016-07-11 19:01:00,"2016/07/11","Monday","18:21",18,"19:01","19",0.67,"Late afternoon"
"2550",1751,"Airport",269,"Trip Completed",2016-07-12 08:39:00,2016-07-12 09:29:00,"2016/07/12","Tuesday","08:39",8,"09:29","09",0.83,"Early morning"
"2551",1952,"City",269,"Trip Completed",2016-07-12 11:30:00,2016-07-12 12:21:00,"2016/07/12","Tuesday","11:30",11,"12:21","12",0.85,"Late morning"
"2552",2814,"City",269,"Trip Completed",2016-07-13 05:09:00,2016-07-13 06:08:00,"2016/07/13","Wednesday","05:09",5,"06:08","06",0.98,"Late overnight"
"2553",3425,"City",269,"Trip Completed",2016-07-13 15:52:00,2016-07-13 16:23:00,"2016/07/13","Wednesday","15:52",15,"16:23","16",0.52,"Mid afternoon"
"2554",4525,"Airport",269,"Trip Completed",2016-07-14 09:27:00,2016-07-14 10:18:00,"2016/07/14","Thursday","09:27",9,"10:18","10",0.85,"Mid morning"
"2555",4661,"City",269,"Trip Completed",2016-07-14 12:20:00,2016-07-14 12:57:00,"2016/07/14","Thursday","12:20",12,"12:57","12",0.62,"Late morning"
"2556",5533,"City",269,"Trip Completed",2016-07-15 05:20:00,2016-07-15 06:25:00,"2016/07/15","Friday","05:20",5,"06:25","06",1.08,"Late overnight"
"2557",6101,"City",269,"Trip Completed",2016-07-15 14:52:00,2016-07-15 16:03:00,"2016/07/15","Friday","14:52",14,"16:03","16",1.18,"Early afternoon"
"2558",95,"Airport",270,"Trip Completed",2016-07-11 04:54:00,2016-07-11 06:03:00,"2016/07/11","Monday","04:54",4,"06:03","06",1.15,"Mid overnight"
"2559",944,"City",270,"Trip Completed",2016-07-11 18:35:00,2016-07-11 19:09:00,"2016/07/11","Monday","18:35",18,"19:09","19",0.57,"Late afternoon"
"2560",1066,"Airport",270,"Trip Completed",2016-07-11 19:58:00,2016-07-11 20:51:00,"2016/07/11","Monday","19:58",19,"20:51","20",0.88,"Early evening"
"2561",1592,"City",270,"Trip Completed",2016-07-12 06:37:00,2016-07-12 07:48:00,"2016/07/12","Tuesday","06:37",6,"07:48","07",1.18,"Late overnight"
"2562",2461,"Airport",270,"Trip Completed",2016-07-12 20:32:00,2016-07-12 21:32:00,"2016/07/12","Tuesday","20:32",20,"21:32","21",1,"Early evening"
"2563",3039,"Airport",270,"Trip Completed",2016-07-13 07:34:00,2016-07-13 08:14:00,"2016/07/13","Wednesday","07:34",7,"08:14","08",0.67,"Early morning"
"2564",3768,"City",270,"Trip Completed",2016-07-13 20:39:00,2016-07-13 21:24:00,"2016/07/13","Wednesday","20:39",20,"21:24","21",0.75,"Early evening"
"2565",4277,"City",270,"Trip Completed",2016-07-14 06:22:00,2016-07-14 07:19:00,"2016/07/14","Thursday","06:22",6,"07:19","07",0.95,"Late overnight"
"2566",4658,"City",270,"Trip Completed",2016-07-14 12:08:00,2016-07-14 13:05:00,"2016/07/14","Thursday","12:08",12,"13:05","13",0.95,"Late morning"
"2567",6111,"City",270,"Trip Completed",2016-07-15 15:03:00,2016-07-15 16:15:00,"2016/07/15","Friday","15:03",15,"16:15","16",1.2,"Mid afternoon"
"2568",559,"City",271,"Trip Completed",2016-07-11 10:14:00,2016-07-11 11:03:00,"2016/07/11","Monday","10:14",10,"11:03","11",0.82,"Mid morning"
"2569",860,"City",271,"Trip Completed",2016-07-11 17:56:00,2016-07-11 18:39:00,"2016/07/11","Monday","17:56",17,"18:39","18",0.72,"Late afternoon"
"2570",1724,"City",271,"Trip Completed",2016-07-12 08:19:00,2016-07-12 09:27:00,"2016/07/12","Tuesday","08:19",8,"09:27","09",1.13,"Early morning"
"2571",4409,"City",271,"Trip Completed",2016-07-14 08:10:00,2016-07-14 09:17:00,"2016/07/14","Thursday","08:10",8,"09:17","09",1.12,"Early morning"
"2572",5534,"City",271,"Trip Completed",2016-07-15 05:20:00,2016-07-15 05:54:00,"2016/07/15","Friday","05:20",5,"05:54","05",0.57,"Late overnight"
"2573",5908,"Airport",271,"Trip Completed",2016-07-15 09:56:00,2016-07-15 11:08:00,"2016/07/15","Friday","09:56",9,"11:08","11",1.2,"Mid morning"
"2574",597,"Airport",272,"Trip Completed",2016-07-11 11:30:00,2016-07-11 12:12:00,"2016/07/11","Monday","11:30",11,"12:12","12",0.7,"Late morning"
"2575",1417,"City",272,"Trip Completed",2016-07-12 03:37:00,2016-07-12 04:09:00,"2016/07/12","Tuesday","03:37",3,"04:09","04",0.53,"Mid overnight"
"2576",1714,"Airport",272,"Trip Completed",2016-07-12 08:14:00,2016-07-12 09:22:00,"2016/07/12","Tuesday","08:14",8,"09:22","09",1.13,"Early morning"
"2577",1919,"City",272,"Trip Completed",2016-07-12 10:59:00,2016-07-12 12:13:00,"2016/07/12","Tuesday","10:59",10,"12:13","12",1.23,"Mid morning"
"2578",3256,"Airport",272,"Trip Completed",2016-07-13 10:08:00,2016-07-13 10:48:00,"2016/07/13","Wednesday","10:08",10,"10:48","10",0.67,"Mid morning"
"2579",5286,"City",272,"Trip Completed",2016-07-14 21:40:00,2016-07-14 22:28:00,"2016/07/14","Thursday","21:40",21,"22:28","22",0.8,"Mid evening"
"2580",5526,"City",272,"Trip Completed",2016-07-15 05:19:00,2016-07-15 06:13:00,"2016/07/15","Friday","05:19",5,"06:13","06",0.9,"Late overnight"
"2581",5905,"Airport",272,"Trip Completed",2016-07-15 09:51:00,2016-07-15 10:29:00,"2016/07/15","Friday","09:51",9,"10:29","10",0.63,"Mid morning"
"2582",6231,"Airport",272,"Trip Completed",2016-07-15 17:45:00,2016-07-15 18:24:00,"2016/07/15","Friday","17:45",17,"18:24","18",0.65,"Late afternoon"
"2583",258,"Airport",273,"Trip Completed",2016-07-11 06:36:00,2016-07-11 07:19:00,"2016/07/11","Monday","06:36",6,"07:19","07",0.72,"Late overnight"
"2584",723,"City",273,"Trip Completed",2016-07-11 15:03:00,2016-07-11 15:54:00,"2016/07/11","Monday","15:03",15,"15:54","15",0.85,"Mid afternoon"
"2585",930,"City",273,"Trip Completed",2016-07-11 18:27:00,2016-07-11 19:08:00,"2016/07/11","Monday","18:27",18,"19:08","19",0.68,"Late afternoon"
"2586",1498,"City",273,"Trip Completed",2016-07-12 05:30:00,2016-07-12 06:15:00,"2016/07/12","Tuesday","05:30",5,"06:15","06",0.75,"Late overnight"
"2587",2553,"Airport",273,"Trip Completed",2016-07-12 21:23:00,2016-07-12 22:44:00,"2016/07/12","Tuesday","21:23",21,"22:44","22",1.35,"Mid evening"
"2588",3777,"Airport",273,"Trip Completed",2016-07-13 20:47:00,2016-07-13 21:28:00,"2016/07/13","Wednesday","20:47",20,"21:28","21",0.68,"Early evening"
"2589",3914,"City",273,"Trip Completed",2016-07-13 22:09:00,2016-07-13 22:40:00,"2016/07/13","Wednesday","22:09",22,"22:40","22",0.52,"Mid evening"
"2590",4114,"City",273,"Trip Completed",2016-07-14 04:04:00,2016-07-14 04:42:00,"2016/07/14","Thursday","04:04",4,"04:42","04",0.63,"Mid overnight"
"2591",5703,"Airport",273,"Trip Completed",2016-07-15 07:27:00,2016-07-15 08:23:00,"2016/07/15","Friday","07:27",7,"08:23","08",0.93,"Early morning"
"2592",5888,"City",273,"Trip Completed",2016-07-15 09:38:00,2016-07-15 10:35:00,"2016/07/15","Friday","09:38",9,"10:35","10",0.95,"Mid morning"
"2593",6042,"Airport",273,"Trip Completed",2016-07-15 13:09:00,2016-07-15 14:30:00,"2016/07/15","Friday","13:09",13,"14:30","14",1.35,"Early afternoon"
"2594",6150,"Airport",273,"Trip Completed",2016-07-15 16:21:00,2016-07-15 17:20:00,"2016/07/15","Friday","16:21",16,"17:20","17",0.98,"Mid afternoon"
"2595",410,"City",274,"Trip Completed",2016-07-11 08:34:00,2016-07-11 09:25:00,"2016/07/11","Monday","08:34",8,"09:25","09",0.85,"Early morning"
"2596",610,"Airport",274,"Trip Completed",2016-07-11 11:49:00,2016-07-11 12:58:00,"2016/07/11","Monday","11:49",11,"12:58","12",1.15,"Late morning"
"2597",719,"Airport",274,"Trip Completed",2016-07-11 14:52:00,2016-07-11 15:32:00,"2016/07/11","Monday","14:52",14,"15:32","15",0.67,"Early afternoon"
"2598",1060,"City",274,"Trip Completed",2016-07-11 19:50:00,2016-07-11 20:48:00,"2016/07/11","Monday","19:50",19,"20:48","20",0.97,"Early evening"
"2599",1929,"City",274,"Trip Completed",2016-07-12 11:18:00,2016-07-12 12:16:00,"2016/07/12","Tuesday","11:18",11,"12:16","12",0.97,"Late morning"
"2600",2101,"City",274,"Trip Completed",2016-07-12 16:10:00,2016-07-12 17:10:00,"2016/07/12","Tuesday","16:10",16,"17:10","17",1,"Mid afternoon"
"2601",2282,"City",274,"Trip Completed",2016-07-12 18:42:00,2016-07-12 19:45:00,"2016/07/12","Tuesday","18:42",18,"19:45","19",1.05,"Late afternoon"
"2602",3190,"City",274,"Trip Completed",2016-07-13 09:28:00,2016-07-13 10:44:00,"2016/07/13","Wednesday","09:28",9,"10:44","10",1.27,"Mid morning"
"2603",3412,"City",274,"Trip Completed",2016-07-13 15:26:00,2016-07-13 16:04:00,"2016/07/13","Wednesday","15:26",15,"16:04","16",0.63,"Mid afternoon"
"2604",3725,"City",274,"Trip Completed",2016-07-13 20:00:00,2016-07-13 21:13:00,"2016/07/13","Wednesday","20:00",20,"21:13","21",1.22,"Early evening"
"2605",4612,"City",274,"Trip Completed",2016-07-14 10:41:00,2016-07-14 11:31:00,"2016/07/14","Thursday","10:41",10,"11:31","11",0.83,"Mid morning"
"2606",5033,"Airport",274,"Trip Completed",2016-07-14 19:16:00,2016-07-14 20:06:00,"2016/07/14","Thursday","19:16",19,"20:06","20",0.83,"Early evening"
"2607",5764,"City",274,"Trip Completed",2016-07-15 08:17:00,2016-07-15 09:01:00,"2016/07/15","Friday","08:17",8,"09:01","09",0.73,"Early morning"
"2608",6750,"Airport",274,"Trip Completed",2016-07-15 23:51:00,2016-07-16 00:49:00,"2016/07/15","Friday","23:51",23,"00:49","00",0.97,"Late evening"
"2609",314,"Airport",275,"Trip Completed",2016-07-11 07:28:00,2016-07-11 08:15:00,"2016/07/11","Monday","07:28",7,"08:15","08",0.78,"Early morning"
"2610",757,"Airport",275,"Trip Completed",2016-07-11 16:01:00,2016-07-11 16:52:00,"2016/07/11","Monday","16:01",16,"16:52","16",0.85,"Mid afternoon"
"2611",2123,"City",275,"Trip Completed",2016-07-12 16:45:00,2016-07-12 17:40:00,"2016/07/12","Tuesday","16:45",16,"17:40","17",0.92,"Mid afternoon"
"2612",2824,"City",275,"Trip Completed",2016-07-13 05:10:00,2016-07-13 06:29:00,"2016/07/13","Wednesday","05:10",5,"06:29","06",1.32,"Late overnight"
"2613",3445,"Airport",275,"Trip Completed",2016-07-13 16:39:00,2016-07-13 17:22:00,"2016/07/13","Wednesday","16:39",16,"17:22","17",0.72,"Mid afternoon"
"2614",3690,"Airport",275,"Trip Completed",2016-07-13 19:43:00,2016-07-13 20:48:00,"2016/07/13","Wednesday","19:43",19,"20:48","20",1.08,"Early evening"
"2615",5440,"Airport",275,"Trip Completed",2016-07-15 03:04:00,2016-07-15 04:04:00,"2016/07/15","Friday","03:04",3,"04:04","04",1,"Mid overnight"
"2616",6090,"Airport",275,"Trip Completed",2016-07-15 14:31:00,2016-07-15 15:09:00,"2016/07/15","Friday","14:31",14,"15:09","15",0.63,"Early afternoon"
"2617",303,"Airport",276,"Trip Completed",2016-07-11 07:19:00,2016-07-11 08:01:00,"2016/07/11","Monday","07:19",7,"08:01","08",0.7,"Early morning"
"2618",560,"Airport",276,"Trip Completed",2016-07-11 10:16:00,2016-07-11 11:25:00,"2016/07/11","Monday","10:16",10,"11:25","11",1.15,"Mid morning"
"2619",1319,"City",276,"Trip Completed",2016-07-11 22:48:00,2016-07-11 23:43:00,"2016/07/11","Monday","22:48",22,"23:43","23",0.92,"Mid evening"
"2620",1493,"Airport",276,"Trip Completed",2016-07-12 05:28:00,2016-07-12 06:22:00,"2016/07/12","Tuesday","05:28",5,"06:22","06",0.9,"Late overnight"
"2621",1662,"City",276,"Trip Completed",2016-07-12 07:27:00,2016-07-12 08:32:00,"2016/07/12","Tuesday","07:27",7,"08:32","08",1.08,"Early morning"
"2622",2020,"City",276,"Trip Completed",2016-07-12 13:40:00,2016-07-12 14:37:00,"2016/07/12","Tuesday","13:40",13,"14:37","14",0.95,"Early afternoon"
"2623",2407,"City",276,"Trip Completed",2016-07-12 19:57:00,2016-07-12 20:47:00,"2016/07/12","Tuesday","19:57",19,"20:47","20",0.83,"Early evening"
"2624",2818,"Airport",276,"Trip Completed",2016-07-13 05:05:00,2016-07-13 05:37:00,"2016/07/13","Wednesday","05:05",5,"05:37","05",0.53,"Late overnight"
"2625",3827,"City",276,"Trip Completed",2016-07-13 21:10:00,2016-07-13 22:09:00,"2016/07/13","Wednesday","21:10",21,"22:09","22",0.98,"Mid evening"
"2626",4421,"City",276,"Trip Completed",2016-07-14 08:16:00,2016-07-14 09:20:00,"2016/07/14","Thursday","08:16",8,"09:20","09",1.07,"Early morning"
"2627",5673,"Airport",276,"Trip Completed",2016-07-15 07:05:00,2016-07-15 07:39:00,"2016/07/15","Friday","07:05",7,"07:39","07",0.57,"Early morning"
"2628",6372,"Airport",276,"Trip Completed",2016-07-15 19:09:00,2016-07-15 19:37:00,"2016/07/15","Friday","19:09",19,"19:37","19",0.47,"Early evening"
"2629",6563,"City",276,"Trip Completed",2016-07-15 21:03:00,2016-07-15 22:21:00,"2016/07/15","Friday","21:03",21,"22:21","22",1.3,"Mid evening"
"2630",579,"City",277,"Trip Completed",2016-07-11 11:04:00,2016-07-11 12:02:00,"2016/07/11","Monday","11:04",11,"12:02","12",0.97,"Late morning"
"2631",689,"City",277,"Trip Completed",2016-07-11 13:45:00,2016-07-11 14:19:00,"2016/07/11","Monday","13:45",13,"14:19","14",0.57,"Early afternoon"
"2632",724,"Airport",277,"Trip Completed",2016-07-11 15:06:00,2016-07-11 15:42:00,"2016/07/11","Monday","15:06",15,"15:42","15",0.6,"Mid afternoon"
"2633",1499,"City",277,"Trip Completed",2016-07-12 05:30:00,2016-07-12 06:18:00,"2016/07/12","Tuesday","05:30",5,"06:18","06",0.8,"Late overnight"
"2634",3960,"Airport",277,"Trip Completed",2016-07-13 22:52:00,2016-07-13 23:33:00,"2016/07/13","Wednesday","22:52",22,"23:33","23",0.68,"Mid evening"
"2635",4919,"Airport",277,"Trip Completed",2016-07-14 18:16:00,2016-07-14 18:54:00,"2016/07/14","Thursday","18:16",18,"18:54","18",0.63,"Late afternoon"
"2636",6334,"Airport",277,"Trip Completed",2016-07-15 18:43:00,2016-07-15 19:50:00,"2016/07/15","Friday","18:43",18,"19:50","19",1.12,"Late afternoon"
"2637",1577,"Airport",278,"Trip Completed",2016-07-12 06:22:00,2016-07-12 07:37:00,"2016/07/12","Tuesday","06:22",6,"07:37","07",1.25,"Late overnight"
"2638",2197,"Airport",278,"Trip Completed",2016-07-12 17:53:00,2016-07-12 18:27:00,"2016/07/12","Tuesday","17:53",17,"18:27","18",0.57,"Late afternoon"
"2639",2509,"City",278,"Trip Completed",2016-07-12 21:01:00,2016-07-12 21:51:00,"2016/07/12","Tuesday","21:01",21,"21:51","21",0.83,"Mid evening"
"2640",3514,"Airport",278,"Trip Completed",2016-07-13 17:42:00,2016-07-13 18:29:00,"2016/07/13","Wednesday","17:42",17,"18:29","18",0.78,"Late afternoon"
"2641",4588,"City",278,"Trip Completed",2016-07-14 10:01:00,2016-07-14 11:11:00,"2016/07/14","Thursday","10:01",10,"11:11","11",1.17,"Mid morning"
"2642",5929,"Airport",278,"Trip Completed",2016-07-15 10:06:00,2016-07-15 10:53:00,"2016/07/15","Friday","10:06",10,"10:53","10",0.78,"Mid morning"
"2643",6335,"City",278,"Trip Completed",2016-07-15 18:45:00,2016-07-15 19:18:00,"2016/07/15","Friday","18:45",18,"19:18","19",0.55,"Late afternoon"
"2644",375,"Airport",279,"Trip Completed",2016-07-11 08:07:00,2016-07-11 09:26:00,"2016/07/11","Monday","08:07",8,"09:26","09",1.32,"Early morning"
"2645",555,"City",279,"Trip Completed",2016-07-11 10:16:00,2016-07-11 11:01:00,"2016/07/11","Monday","10:16",10,"11:01","11",0.75,"Mid morning"
"2646",622,"Airport",279,"Trip Completed",2016-07-11 12:01:00,2016-07-11 13:15:00,"2016/07/11","Monday","12:01",12,"13:15","13",1.23,"Late morning"
"2647",1975,"City",279,"Trip Completed",2016-07-12 12:17:00,2016-07-12 13:34:00,"2016/07/12","Tuesday","12:17",12,"13:34","13",1.28,"Late morning"
"2648",2831,"Airport",279,"Trip Completed",2016-07-13 05:22:00,2016-07-13 06:26:00,"2016/07/13","Wednesday","05:22",5,"06:26","06",1.07,"Late overnight"
"2649",3085,"Airport",279,"Trip Completed",2016-07-13 08:18:00,2016-07-13 08:55:00,"2016/07/13","Wednesday","08:18",8,"08:55","08",0.62,"Early morning"
"2650",3418,"City",279,"Trip Completed",2016-07-13 15:37:00,2016-07-13 16:45:00,"2016/07/13","Wednesday","15:37",15,"16:45","16",1.13,"Mid afternoon"
"2651",3915,"City",279,"Trip Completed",2016-07-13 22:08:00,2016-07-13 23:26:00,"2016/07/13","Wednesday","22:08",22,"23:26","23",1.3,"Mid evening"
"2652",4443,"Airport",279,"Trip Completed",2016-07-14 08:29:00,2016-07-14 09:40:00,"2016/07/14","Thursday","08:29",8,"09:40","09",1.18,"Early morning"
"2653",5686,"City",279,"Trip Completed",2016-07-15 07:19:00,2016-07-15 08:22:00,"2016/07/15","Friday","07:19",7,"08:22","08",1.05,"Early morning"
"2654",6120,"Airport",279,"Trip Completed",2016-07-15 15:21:00,2016-07-15 16:06:00,"2016/07/15","Friday","15:21",15,"16:06","16",0.75,"Mid afternoon"
"2655",6274,"Airport",279,"Trip Completed",2016-07-15 18:18:00,2016-07-15 19:02:00,"2016/07/15","Friday","18:18",18,"19:02","19",0.73,"Late afternoon"
"2656",6364,"City",279,"Trip Completed",2016-07-15 19:11:00,2016-07-15 19:50:00,"2016/07/15","Friday","19:11",19,"19:50","19",0.65,"Early evening"
"2657",89,"City",280,"Trip Completed",2016-07-11 04:52:00,2016-07-11 05:51:00,"2016/07/11","Monday","04:52",4,"05:51","05",0.98,"Mid overnight"
"2658",805,"Airport",280,"Trip Completed",2016-07-11 17:19:00,2016-07-11 18:18:00,"2016/07/11","Monday","17:19",17,"18:18","18",0.98,"Late afternoon"
"2659",2836,"City",280,"Trip Completed",2016-07-13 05:20:00,2016-07-13 06:22:00,"2016/07/13","Wednesday","05:20",5,"06:22","06",1.03,"Late overnight"
"2660",3298,"City",280,"Trip Completed",2016-07-13 11:44:00,2016-07-13 12:47:00,"2016/07/13","Wednesday","11:44",11,"12:47","12",1.05,"Late morning"
"2661",5506,"City",280,"Trip Completed",2016-07-15 05:06:00,2016-07-15 05:41:00,"2016/07/15","Friday","05:06",5,"05:41","05",0.58,"Late overnight"
"2662",6159,"City",280,"Trip Completed",2016-07-15 16:35:00,2016-07-15 17:23:00,"2016/07/15","Friday","16:35",16,"17:23","17",0.8,"Mid afternoon"
"2663",6492,"City",280,"Trip Completed",2016-07-15 20:31:00,2016-07-15 21:18:00,"2016/07/15","Friday","20:31",20,"21:18","21",0.78,"Early evening"
"2664",592,"City",281,"Trip Completed",2016-07-11 11:18:00,2016-07-11 11:54:00,"2016/07/11","Monday","11:18",11,"11:54","11",0.6,"Late morning"
"2665",737,"Airport",281,"Trip Completed",2016-07-11 15:30:00,2016-07-11 16:04:00,"2016/07/11","Monday","15:30",15,"16:04","16",0.57,"Mid afternoon"
"2666",1108,"City",281,"Trip Completed",2016-07-11 20:11:00,2016-07-11 20:53:00,"2016/07/11","Monday","20:11",20,"20:53","20",0.7,"Early evening"
"2667",1387,"Airport",281,"Trip Completed",2016-07-12 01:33:00,2016-07-12 02:18:00,"2016/07/12","Tuesday","01:33",1,"02:18","02",0.75,"Early overnight"
"2668",2311,"Airport",281,"Trip Completed",2016-07-12 19:00:00,2016-07-12 19:56:00,"2016/07/12","Tuesday","19:00",19,"19:56","19",0.93,"Early evening"
"2669",2887,"City",281,"Trip Completed",2016-07-13 05:50:00,2016-07-13 06:28:00,"2016/07/13","Wednesday","05:50",5,"06:28","06",0.63,"Late overnight"
"2670",3283,"City",281,"Trip Completed",2016-07-13 10:51:00,2016-07-13 11:36:00,"2016/07/13","Wednesday","10:51",10,"11:36","11",0.75,"Mid morning"
"2671",4341,"City",281,"Trip Completed",2016-07-14 07:14:00,2016-07-14 08:26:00,"2016/07/14","Thursday","07:14",7,"08:26","08",1.2,"Early morning"
"2672",5025,"Airport",281,"Trip Completed",2016-07-14 19:05:00,2016-07-14 20:08:00,"2016/07/14","Thursday","19:05",19,"20:08","20",1.05,"Early evening"
"2673",5437,"Airport",281,"Trip Completed",2016-07-15 02:59:00,2016-07-15 03:57:00,"2016/07/15","Friday","02:59",2,"03:57","03",0.97,"Early overnight"
"2674",5652,"City",281,"Trip Completed",2016-07-15 06:56:00,2016-07-15 08:07:00,"2016/07/15","Friday","06:56",6,"08:07","08",1.18,"Late overnight"
"2675",672,"Airport",282,"Trip Completed",2016-07-11 13:20:00,2016-07-11 14:22:00,"2016/07/11","Monday","13:20",13,"14:22","14",1.03,"Early afternoon"
"2676",1578,"Airport",282,"Trip Completed",2016-07-12 06:25:00,2016-07-12 07:42:00,"2016/07/12","Tuesday","06:25",6,"07:42","07",1.28,"Late overnight"
"2677",4506,"City",282,"Trip Completed",2016-07-14 09:09:00,2016-07-14 10:08:00,"2016/07/14","Thursday","09:09",9,"10:08","10",0.98,"Mid morning"
"2678",4762,"City",282,"Trip Completed",2016-07-14 15:22:00,2016-07-14 16:19:00,"2016/07/14","Thursday","15:22",15,"16:19","16",0.95,"Mid afternoon"
"2679",6081,"City",282,"Trip Completed",2016-07-15 14:22:00,2016-07-15 15:12:00,"2016/07/15","Friday","14:22",14,"15:12","15",0.83,"Early afternoon"
"2680",6503,"City",282,"Trip Completed",2016-07-15 20:30:00,2016-07-15 21:22:00,"2016/07/15","Friday","20:30",20,"21:22","21",0.87,"Early evening"
"2681",649,"City",283,"Trip Completed",2016-07-11 12:42:00,2016-07-11 13:16:00,"2016/07/11","Monday","12:42",12,"13:16","13",0.57,"Late morning"
"2682",1040,"City",283,"Trip Completed",2016-07-11 19:33:00,2016-07-11 20:15:00,"2016/07/11","Monday","19:33",19,"20:15","20",0.7,"Early evening"
"2683",1461,"Airport",283,"Trip Completed",2016-07-12 04:58:00,2016-07-12 06:10:00,"2016/07/12","Tuesday","04:58",4,"06:10","06",1.2,"Mid overnight"
"2684",2497,"City",283,"Trip Completed",2016-07-12 20:57:00,2016-07-12 21:42:00,"2016/07/12","Tuesday","20:57",20,"21:42","21",0.75,"Early evening"
"2685",2758,"City",283,"Trip Completed",2016-07-13 03:48:00,2016-07-13 04:21:00,"2016/07/13","Wednesday","03:48",3,"04:21","04",0.55,"Mid overnight"
"2686",2991,"Airport",283,"Trip Completed",2016-07-13 07:07:00,2016-07-13 08:07:00,"2016/07/13","Wednesday","07:07",7,"08:07","08",1,"Early morning"
"2687",3458,"City",283,"Trip Completed",2016-07-13 17:04:00,2016-07-13 18:02:00,"2016/07/13","Wednesday","17:04",17,"18:02","18",0.97,"Late afternoon"
"2688",3830,"Airport",283,"Trip Completed",2016-07-13 21:14:00,2016-07-13 22:02:00,"2016/07/13","Wednesday","21:14",21,"22:02","22",0.8,"Mid evening"
"2689",6685,"Airport",283,"Trip Completed",2016-07-15 22:34:00,2016-07-15 23:27:00,"2016/07/15","Friday","22:34",22,"23:27","23",0.88,"Mid evening"
"2690",420,"City",284,"Trip Completed",2016-07-11 08:37:00,2016-07-11 09:27:00,"2016/07/11","Monday","08:37",8,"09:27","09",0.83,"Early morning"
"2691",662,"City",284,"Trip Completed",2016-07-11 12:58:00,2016-07-11 14:02:00,"2016/07/11","Monday","12:58",12,"14:02","14",1.07,"Late morning"
"2692",791,"Airport",284,"Trip Completed",2016-07-11 16:55:00,2016-07-11 17:35:00,"2016/07/11","Monday","16:55",16,"17:35","17",0.67,"Mid afternoon"
"2693",1164,"City",284,"Trip Completed",2016-07-11 20:50:00,2016-07-11 21:39:00,"2016/07/11","Monday","20:50",20,"21:39","21",0.82,"Early evening"
"2694",2939,"City",284,"Trip Completed",2016-07-13 06:25:00,2016-07-13 07:05:00,"2016/07/13","Wednesday","06:25",6,"07:05","07",0.67,"Late overnight"
"2695",3867,"City",284,"Trip Completed",2016-07-13 21:45:00,2016-07-13 22:24:00,"2016/07/13","Wednesday","21:45",21,"22:24","22",0.65,"Mid evening"
"2696",4290,"City",284,"Trip Completed",2016-07-14 06:36:00,2016-07-14 07:36:00,"2016/07/14","Thursday","06:36",6,"07:36","07",1,"Late overnight"
"2697",4400,"Airport",284,"Trip Completed",2016-07-14 08:01:00,2016-07-14 08:44:00,"2016/07/14","Thursday","08:01",8,"08:44","08",0.72,"Early morning"
"2698",5100,"Airport",284,"Trip Completed",2016-07-14 19:58:00,2016-07-14 20:43:00,"2016/07/14","Thursday","19:58",19,"20:43","20",0.75,"Early evening"
"2699",5956,"City",284,"Trip Completed",2016-07-15 10:41:00,2016-07-15 11:44:00,"2016/07/15","Friday","10:41",10,"11:44","11",1.05,"Mid morning"
"2700",6701,"City",284,"Trip Completed",2016-07-15 22:55:00,2016-07-15 23:37:00,"2016/07/15","Friday","22:55",22,"23:37","23",0.7,"Mid evening"
